Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REMIND-MAGPIE,SSP2-19,World,Consumption,billion US$2005/yr,33130.000,40189.734,47249.467,54374.856,61500.244,68784.647,76069.049,84797.152,93525.256,103774.745,114024.235,122719.536,131414.837,145114.450,158814.064,171264.039,183714.014,196163.626,208613.239
REMIND-MAGPIE,SSP2-26,World,Consumption,billion US$2005/yr,33130.000,40189.734,47249.468,55545.474,63841.479,73013.710,82185.942,91914.696,101643.451,111885.235,122127.018,130922.804,139718.589,153316.994,166915.399,179315.798,191716.197,204315.871,216915.545
REMIND-MAGPIE,SSP2-34,World,Consumption,billion US$2005/yr,33130.000,40189.734,47249.468,55683.274,64117.079,73560.400,83003.721,93136.145,103268.568,113852.299,124436.029,133480.192,142524.356,156469.911,170415.466,183215.421,196015.376,209015.422,222015.469
REMIND-MAGPIE,SSP2-45,World,Consumption,billion US$2005/yr,33130.000,40189.734,47249.468,55748.884,64248.301,73810.950,83373.600,93628.401,103883.203,114776.405,125669.607,134964.226,144258.844,158602.769,172946.693,186340.345,199733.996,213431.010,227128.024
REMIND-MAGPIE,SSP2-60,World,Consumption,billion US$2005/yr,33130.000,40189.734,47249.468,55784.297,64319.126,74013.998,83708.870,94103.281,104497.693,115446.689,126395.685,135844.374,145293.064,159890.906,174488.747,187987.225,201485.702,214984.005,228482.307
REMIND-MAGPIE,SSP2-Baseline,World,Consumption,billion US$2005/yr,33130.000,40180.000,47230.000,55795.000,64360.000,74075.000,83790.000,94195.000,104600.000,115650.000,126700.000,136200.000,145700.000,160350.000,175000.000,188450.000,201900.000,215300.000,228700.000
REMIND-MAGPIE,SSP5-19,World,Consumption,billion US$2005/yr,32950.000,40029.733,47109.466,58197.655,69285.845,85018.768,100751.692,119794.206,138836.720,161879.973,184923.227,204420.426,223917.625,254516.924,285116.223,313916.422,342716.621,372816.749,402916.877
REMIND-MAGPIE,SSP5-26,World,Consumption,billion US$2005/yr,32950.000,40029.733,47109.465,58754.990,70400.514,88029.995,105659.476,126499.783,147340.089,170733.163,194126.237,214072.124,234018.010,265168.276,296318.543,324819.770,353320.997,383270.277,413219.558
REMIND-MAGPIE,SSP5-34,World,Consumption,billion US$2005/yr,32950.000,40029.733,47109.465,58812.586,70515.707,88545.845,106575.983,128262.637,149949.291,174087.212,198225.133,218471.785,238718.437,270216.835,301715.232,330967.748,360220.264,390420.949,420621.635
REMIND-MAGPIE,SSP5-45,World,Consumption,billion US$2005/yr,32950.000,40029.733,47109.465,58837.813,70566.161,88722.966,106879.771,128921.916,150964.061,175750.308,200536.556,221478.825,242421.093,275119.100,307817.107,338518.015,369218.923,401019.835,432820.748
REMIND-MAGPIE,SSP5-60,World,Consumption,billion US$2005/yr,32950.000,40029.733,47109.465,58873.854,70638.242,89065.809,107493.376,129988.621,152483.867,177776.995,203070.122,224365.416,245660.710,278605.580,311550.451,342094.576,372638.701,404485.094,436331.487
REMIND-MAGPIE,SSP5-Baseline,World,Consumption,billion US$2005/yr,32950.000,40025.000,47100.000,58850.000,70600.000,89150.000,107700.000,130500.000,153300.000,179100.000,204900.000,226650.000,248400.000,281900.000,315400.000,346150.000,376900.000,408400.000,439900.000
WITCH-GLOBIOM,SSP1-19,World,Consumption,billion US$2005/yr,36138.942,42845.165,49551.388,57202.698,64854.007,74631.152,84408.296,94195.799,103983.303,113622.178,123261.053,132529.220,141797.387,150252.602,158707.816,167495.043,176282.270,184547.457,192812.643
WITCH-GLOBIOM,SSP1-26,World,Consumption,billion US$2005/yr,36138.942,43178.503,50218.065,59673.083,69128.101,80820.785,92513.468,104341.850,116170.231,127371.023,138571.816,148959.171,159346.526,168174.848,177003.170,184450.594,191898.017,198720.763,205543.508
WITCH-GLOBIOM,SSP1-34,World,Consumption,billion US$2005/yr,36138.942,43275.568,50412.195,60718.711,71025.226,83455.986,95886.746,108671.809,121456.872,133981.689,146506.505,158707.971,170909.437,182153.051,193396.666,203013.256,212629.846,219755.016,226880.186
WITCH-GLOBIOM,SSP1-45,World,Consumption,billion US$2005/yr,36138.942,43297.711,50456.479,60958.169,71459.858,84145.569,96831.281,109867.460,122903.639,135737.737,148571.834,161307.428,174043.021,185968.787,197894.553,208377.621,218860.689,226792.373,234724.057
WITCH-GLOBIOM,SSP1-Baseline,World,Consumption,billion US$2005/yr,36138.942,43354.119,50569.296,61032.922,71496.547,84268.543,97040.538,110243.097,123445.655,136469.221,149492.786,162411.544,175330.302,187438.675,199547.048,210280.477,221013.906,229318.414,237622.922
WITCH-GLOBIOM,SSP2-26,World,Consumption,billion US$2005/yr,35716.584,42237.543,48758.502,55805.339,62852.175,70141.644,77431.113,84734.033,92036.953,99324.938,106612.923,114131.744,121650.565,129078.802,136507.039,143492.714,150478.388,158339.138,166199.888
WITCH-GLOBIOM,SSP2-34,World,Consumption,billion US$2005/yr,35716.584,42401.729,49086.875,56993.173,64899.471,73008.913,81118.355,89489.283,97860.210,106634.509,115408.808,124915.764,134422.720,144307.875,154193.031,164202.173,174211.316,184383.750,194556.183
WITCH-GLOBIOM,SSP2-45,World,Consumption,billion US$2005/yr,35716.584,42439.240,49161.895,57330.574,65499.253,73910.456,82321.659,91002.207,99682.754,108989.541,118296.328,128659.254,139022.180,150147.425,161272.669,172932.755,184592.842,196363.692,208134.543
WITCH-GLOBIOM,SSP2-60,World,Consumption,billion US$2005/yr,35716.584,42449.915,49183.245,57494.143,65805.041,74409.135,83013.229,91919.657,100826.085,110327.119,119828.152,130407.469,140986.786,152549.716,164112.646,176562.733,189012.820,201960.376,214907.932
WITCH-GLOBIOM,SSP2-Baseline,World,Consumption,billion US$2005/yr,35716.584,42496.873,49277.161,57635.656,65994.151,74636.143,83278.136,92283.634,101289.132,110951.042,120612.951,131389.965,142166.980,153925.053,165683.125,178335.309,190987.493,204067.738,217147.984
WITCH-GLOBIOM,SSP3-34,World,Consumption,billion US$2005/yr,35374.362,41579.976,47785.591,53594.924,59404.257,63549.813,67695.368,70609.422,73523.476,75269.658,77015.839,78170.344,79324.850,79819.141,80313.433,80603.094,80892.756,81869.995,82847.234
WITCH-GLOBIOM,SSP3-45,World,Consumption,billion US$2005/yr,35374.362,41708.904,48043.445,54309.391,60575.336,65246.085,69916.833,73380.443,76844.053,79445.065,82046.077,84432.467,86818.857,88993.742,91168.626,93208.596,95248.566,97361.730,99474.895
WITCH-GLOBIOM,SSP3-60,World,Consumption,billion US$2005/yr,35374.362,41692.103,48009.844,54391.112,60772.379,65623.543,70474.708,74129.679,77784.650,80581.002,83377.354,86012.678,88648.003,91188.650,93729.297,96329.596,98929.894,101720.038,104510.183
WITCH-GLOBIOM,SSP3-Baseline,World,Consumption,billion US$2005/yr,35374.362,41692.577,48010.793,54400.891,60790.990,65647.990,70504.991,74198.090,77891.188,80795.216,83699.243,86464.497,89229.752,91951.145,94672.539,97507.940,100343.340,103419.508,106495.676
WITCH-GLOBIOM,SSP4-19,World,Consumption,billion US$2005/yr,35912.331,42243.443,48574.556,54929.134,61283.713,67789.523,74295.334,80028.541,85761.748,90827.917,95894.087,100271.922,104649.757,108167.345,111684.933,115713.074,119741.215,122362.779,124984.344
WITCH-GLOBIOM,SSP4-26,World,Consumption,billion US$2005/yr,35912.331,42589.460,49266.588,57240.081,65213.573,73394.382,81575.191,88880.275,96185.359,102478.186,108771.013,114370.096,119969.178,124531.143,129093.108,132570.518,136047.927,138949.235,141850.542
WITCH-GLOBIOM,SSP4-34,World,Consumption,billion US$2005/yr,35912.331,42655.708,49399.084,57893.084,66387.084,74999.819,83612.554,91465.985,99319.417,106354.882,113390.348,119740.633,126090.918,131364.140,136637.361,140819.764,145002.167,148205.113,151408.059
WITCH-GLOBIOM,SSP4-45,World,Consumption,billion US$2005/yr,35912.331,42672.987,49433.642,58077.206,66720.770,75529.366,84337.962,92349.782,100361.601,107604.609,114847.617,121558.026,128268.434,134124.266,139980.099,145037.159,150094.219,154057.544,158020.869
WITCH-GLOBIOM,SSP4-60,World,Consumption,billion US$2005/yr,35912.331,42679.340,49446.349,58123.786,66801.223,75696.561,84591.899,92765.053,100938.207,108309.232,115680.257,122521.753,129363.248,135329.062,141294.876,146545.892,151796.909,156023.386,160249.864
WITCH-GLOBIOM,SSP4-Baseline,World,Consumption,billion US$2005/yr,35912.331,42719.377,49526.424,58134.745,66743.066,75624.943,84506.820,92692.009,100877.198,108267.568,115657.937,122521.570,129385.203,135386.906,141388.609,146656.276,151923.942,156175.048,160426.154
WITCH-GLOBIOM,SSP5-34,World,Consumption,billion US$2005/yr,35604.439,43036.490,50468.542,62251.795,74035.048,90672.380,107309.712,126109.788,144909.865,165752.903,186595.941,210027.864,233459.788,258847.825,284235.862,310265.116,336294.370,362772.643,389250.917
WITCH-GLOBIOM,SSP5-45,World,Consumption,billion US$2005/yr,35604.439,43134.163,50663.888,63263.603,75863.318,93588.888,111314.459,131651.464,151988.469,174823.734,197659.000,223413.709,249168.418,277318.817,305469.217,334929.293,364389.369,393626.942,422864.516
WITCH-GLOBIOM,SSP5-60,World,Consumption,billion US$2005/yr,35604.439,43129.495,50654.552,63535.188,76415.823,94561.538,112707.253,133489.108,154270.962,177716.090,201161.218,227995.639,254830.059,284558.814,314287.570,346055.011,377822.453,410002.027,442181.602
WITCH-GLOBIOM,SSP5-Baseline,World,Consumption,billion US$2005/yr,35604.439,43121.599,50638.760,63588.994,76539.228,94834.117,113129.005,134199.026,155269.048,179023.701,202778.354,229922.988,257067.621,287225.997,317384.372,349890.983,382397.593,415770.795,449143.997
